Index,Premise,Original Word,Best Synonym
704,The person is slicing a clove of garlic into pieces,.,The individual is slicing a clove of garlic into pieces 
705,A woman is drying noodles,woman,fair_sex
705,A woman is drying noodles,.,A fair_sex is drying noodles 
706,A woman is drying noodles,woman,fair_sex
706,A woman is drying noodles,.,A fair_sex is drying noodles 
707,The man is clumsily kick boxing with a trainer,None,None
708,The man is kicking a boxing trainer,man,human_being
708,The man is kicking a boxing trainer,.,The human_being is kicking a boxing trainer 
709,A seated woman is singing a song and playing the guitar,woman,fair_sex
709,A seated woman is singing a song and playing the guitar,.,A seated fair_sex is singing a song and playing the guitar 
710,A woman on a rock is lying on a blanket and reading a book,woman,fair_sex
710,A woman on a rock is lying on a blanket and reading a book,.,A fair_sex on a rock is lying on a blanket and reading a book 
711,A woman on a rock is lying on a blanket and reading a book,woman,fair_sex
711,A woman on a rock is lying on a blanket and reading a book,.,A fair_sex on a rock is lying on a blanket and reading a book 
712,A man is packing away an acoustic guitar,man,human_being
712,A man is packing away an acoustic guitar,.,A human_being is packing away an acoustic guitar 
713,The woman is playing an electric guitar,woman,fair_sex
713,The woman is playing an electric guitar,.,The fair_sex is playing an electric guitar 
714,The woman is playing an electric guitar,woman,fair_sex
714,The woman is playing an electric guitar,.,The fair_sex is playing an electric guitar 
715,A soccer player is scoring a goal,player,musician
715,A soccer player is scoring a goal,.,A soccer musician is scoring a goal 
716,Some people who play soccer are kicking a soccer ball into the goal,people,mass
716,Some people who play soccer are kicking a soccer ball into the goal,.,Some mass who play soccer are kicking a soccer ball into the goal 
717,Soccer players are kicking a soccer ball into the goal,players,player
717,Soccer players are kicking a soccer ball into the goal,.,Soccer player are kicking a soccer ball into the goal 
718,A man and a woman are eating,man,human_being
718,A man and a woman are eating,.,A human_being and a woman are eating 
719,A man and a woman are silent,man,human_being
719,A man and a woman are silent,.,A human_being and a woman are silent 
720,A man and a woman are eating,man,human_being
720,A man and a woman are eating,.,A human_being and a woman are eating 
721,A person is cleaning a pot of cooking oil,person,individual
721,A person is cleaning a pot of cooking oil,.,A individual is cleaning a pot of cooking oil 
722,There is no person pouring olive oil into a pot on the stove,None,None
723,A person is pouring cooking oil into a pot,person,individual
723,A person is pouring cooking oil into a pot,.,A individual is pouring cooking oil into a pot 
724,The woman is walking the dog,woman,fair_sex
724,The woman is walking the dog,.,The fair_sex is walking the dog 
725,A man is slicing a carrot with a knife,man,human_being
725,A man is slicing a carrot with a knife,.,A human_being is slicing a carrot with a knife 
726,An onion is being sliced by the woman,None,None
727,A man is slicing a carrot with a knife,man,human_being
727,A man is slicing a carrot with a knife,.,A human_being is slicing a carrot with a knife 
728,A woman is preparing a skillet for the eggs,woman,fair_sex
728,A woman is preparing a skillet for the eggs,.,A fair_sex is preparing a skillet for the eggs 
729,A woman is carefully pouring a mixture into a bowl and mixing it,woman,fair_sex
729,A woman is carefully pouring a mixture into a bowl and mixing it,.,A fair_sex is carefully pouring a mixture into a bowl and mixing it 
730,A little girl is playing a grand piano on stage,girl,daughter
730,A little girl is playing a grand piano on stage,.,A little daughter is playing a grand piano on stage 
731,Two cats are lying together,cats,guy
731,Two cats are lying together,.,Two guy are lying together 
732,Some cats are playing with each other,cats,guy
732,Some cats are playing with each other,.,Some guy are playing with each other 
733,The cats are not playing with each other,cats,guy
733,The cats are not playing with each other,.,The guy are not playing with each other 
734,Two cats are fighting each other,cats,guy
734,Two cats are fighting each other,.,Two guy are fighting each other 
735,Two people are riding a bike,people,mass
735,Two people are riding a bike,.,Two mass are riding a bike 
736,Two people are riding a motorcycle,people,mass
736,Two people are riding a motorcycle,.,Two mass are riding a motorcycle 
737,The man is lifting barbells,man,human_being
737,The man is lifting barbells,.,The human_being is lifting barbells 
738,A man is chopping down a tree with an axe,man,human_being
738,A man is chopping down a tree with an axe,.,A human_being is chopping down a tree with an axe 
739,There is no girl applying makeup to her face,None,None
740,A girl is applying makeup to her face,girl,daughter
740,A girl is applying makeup to her face,.,A daughter is applying makeup to her face 
741,A herd of deer is crossing the street,herd,ruck
741,A herd of deer is crossing the street,.,A ruck of deer is crossing the street 
742,The herd of caribous is crossing a road,herd,ruck
742,The herd of caribous is crossing a road,.,The ruck of caribous is crossing a road 
743,The woman is dicing a carrot,woman,fair_sex
743,The woman is dicing a carrot,.,The fair_sex is dicing a carrot 
744,The woman is cutting a carrot,woman,fair_sex
744,The woman is cutting a carrot,.,The fair_sex is cutting a carrot 
745,Two men are fighting in a cow pasture,men,man
745,Two men are fighting in a cow pasture,.,Two man are fighting in a cow pasture 
746,Two men are fighting in a cattle pen,men,man
746,Two men are fighting in a cattle pen,.,Two man are fighting in a cattle pen 
747,Two men are fighting in a cow pasture,men,man
747,Two men are fighting in a cow pasture,.,Two man are fighting in a cow pasture 
748,Two men are fighting in a cow pasture,men,man
748,Two men are fighting in a cow pasture,.,Two man are fighting in a cow pasture 
749,There is no woman penciling on eyeshadow,None,None
750,A man is eating a banana,man,human_being
750,A man is eating a banana,.,A human_being is eating a banana 
751,A big potato is knocking a green ball,potato,Solanum_tuberosum
751,A big potato is knocking a green ball,.,A big Solanum_tuberosum is knocking a green ball 
752,A big green ball is knocking a potato,ball,chunk
752,A big green ball is knocking a potato,.,A big green chunk is knocking a potato 
753,Different teams are playing football on a field,teams,team
753,Different teams are playing football on a field,.,Different team are playing football on a field 
754,Different teams are playing football on a field,teams,team
754,Different teams are playing football on a field,.,Different team are playing football on a field 
755,Two teams are playing soccer,teams,team
755,Two teams are playing soccer,.,Two team are playing soccer 
756,Two teams are playing soccer,teams,team
756,Two teams are playing soccer,.,Two team are playing soccer 
757,A boy is standing in a room by a lamp light,boy,son
757,A boy is standing in a room by a lamp light,.,A son is standing in a room by a lamp light 
758,A boy is practicing the keyboard,boy,son
758,A boy is practicing the keyboard,.,A son is practicing the keyboard 
759,The man on stage isn't singing into the microphone,man,human_being
759,The man on stage isn't singing into the microphone,.,The human_being on stage is n't singing into the microphone 
760,Some teenage girls are dancing for the camera,girls,girl
760,Some teenage girls are dancing for the camera,.,Some teenage girl are dancing for the camera 
761,Three teenage girls are dancing in the room,girls,girl
761,Three teenage girls are dancing in the room,.,Three teenage girl are dancing in the room 
762,Three young girls are dancing in the room,girls,girl
762,Three young girls are dancing in the room,.,Three young girl are dancing in the room 
763,Three teenage girls are dancing in the room,girls,girl
763,Three teenage girls are dancing in the room,.,Three teenage girl are dancing in the room 
764,Some children are jumping off a trampoline,children,child
764,Some children are jumping off a trampoline,.,Some child are jumping off a trampoline 
765,A man is jumping a wall,man,human_being
765,A man is jumping a wall,.,A human_being is jumping a wall 
766,A man is jumping a wall,man,human_being
766,A man is jumping a wall,.,A human_being is jumping a wall 
767,A man is jumping onto a low wall,man,human_being
767,A man is jumping onto a low wall,.,A human_being is jumping onto a low wall 
